dataset,source_author_annotation,project_broad_celltype,n_cells,fraction_within_source_author_annotation
nature_xue,DC_01_CLEC9A,dendritic,13,0.00418410041841004
nature_xue,B_04_STMN1,neutrophil,10,0.0149476831091181
nature_xue,CD4T_03_GPR183,fibroblast/mesenchymal,2,3.68364828526172e-05
nature_xue,Mph_07_SLC40A1,plasma,9,0.000265525888774156
nature_xue,DC_01_CLEC9A,other/uncertain,15,0.00482780817508851
nature_xue,NK_07_STMN1,dendritic,6,0.00256739409499358
nature_xue,DC_03_LAMP3,hepatocyte/tumor epithelial,8,0.0086767895878525
nature_xue,CD8T_12_IFIT3,T/NK,1804,0.787429070274989
nature_xue,Neu_09_IFIT1,neutrophil,222,0.74247491638796
nature_xue,CD8T_09_PDCD1_IFNG,neutrophil,149,0.0100880162491537
nature_xue,Neu_04_TXNIP,neutrophil,64,0.941176470588235
nature_xue,CD8T_09_PDCD1_IFNG,other/uncertain,434,0.0293838862559242
nature_xue,CD8T_09_PDCD1_IFNG,B,151,0.0102234258632363
nature_xue,CD8T_09_PDCD1_IFNG,plasma,685,0.0463777928232905
nature_xue,gdT_03_KLRD1,mast,9,0.00216034565530485
nature_xue,CD8T_06_CD69,plasma,303,0.0117437308631448
nature_xue,Mast,neutrophil,185,0.119663648124191
nature_xue,CD8T_12_IFIT3,other/uncertain,69,0.030117852466172
nature_xue,CD8T_12_IFIT3,B,20,0.00872981230903536
nature_xue,Neu_06_PTGS2,neutrophil,2955,0.929245283018868
nature_xue,CD4T_06_PLCG2,plasma,207,0.0351443123938879
nature_xue,Fb_03_KLF4,fibroblast/mesenchymal,428,0.916488222698073
nature_xue,gdT_02_GNLY,T/NK,194,0.915094339622642
nature_xue,Fb_01_FAP,dendritic,17,0.00686868686868687
nature_xue,CD4T_06_PLCG2,B,56,0.00950764006791171
nature_xue,Neu_08_CD74,neutrophil,822,0.574825174825175
nature_xue,CD8T_07_PLCG2,plasma,90,0.0158814187400741
nature_xue,CD4T_06_PLCG2,dendritic,3,0.000509337860780985
nature_xue,NK_03_FCGR3A_IFNG,other/uncertain,33,0.00832072617246596
nature_xue,Neu_06_PTGS2,other/uncertain,64,0.020125786163522
nature_xue,CD8T_02_CX3CR1,neutrophil,13,0.00431606905710491
nature_xue,DC_01_CLEC9A,neutrophil,10,0.00321853878339234
nature_xue,CD8T_01_CCR7,B,2,0.0571428571428571
nature_xue,Neu_03_ISG15,neutrophil,12,0.857142857142857
nature_xue,CD8T_09_PDCD1_IFNG,mast,8,0.000541638456330399
nature_xue,Neu_04_TXNIP,other/uncertain,3,0.0441176470588235
nature_xue,EC_03_TFF3,B,14,0.0160183066361556
nature_xue,CD4T_04_BAG3,other/uncertain,68,0.0224793388429752
nature_xue,gdT_04_STMN1,other/uncertain,5,0.0130548302872063
nature_xue,CD8T_13_STMN1,mast,3,0.000352112676056338
nature_xue,CD4T_04_BAG3,B,34,0.0112396694214876
nature_xue,CD4T_07_CXCL13,dendritic,1,0.000135299688810716
nature_xue,CD8T_09_PDCD1_IFNG,dendritic,9,0.000609343263371699
nature_xue,CD4T_09_FOXP3,B,1,0.0161290322580645
nature_xue,Tumor,other/uncertain,419,0.00431393948129768
nature_xue,Neu_01_MMP8,neutrophil,82,0.942528735632184
nature_xue,Neu_02_S100A12,neutrophil,28,1
nature_xue,Neu_09_IFIT1,monocyte/macrophage,59,0.197324414715719
nature_xue,Mo_02_CD16,B,8,0.0384615384615385
nature_xue,EC_10_STMN1,B,32,0.017353579175705
nature_xue,Mo_02_CD16,neutrophil,3,0.0144230769230769
nature_xue,EC_03_TFF3,monocyte/macrophage,97,0.110983981693364
nature_xue,Neu_10_SPP1,neutrophil,90,0.36144578313253
nature_xue,NK_03_FCGR3A_IFNG,plasma,11,0.00277357539082199
nature_xue,CD8T_04_GNLY,B,4,0.000192678227360308
nature_xue,gdT_03_KLRD1,hepatocyte/tumor epithelial,6,0.0014402304368699
nature_xue,DC_06_STMN1,dendritic,29,0.0250648228176318
nature_xue,CD4T_04_BAG3,monocyte/macrophage,104,0.0343801652892562
nature_xue,CD8T_13_STMN1,fibroblast/mesenchymal,1,0.000117370892018779
nature_xue,Neu_08_CD74,monocyte/macrophage,494,0.345454545454545
nature_xue,Mph_08_APOE,plasma,100,0.0185770016719302
nature_xue,Mph_08_APOE,other/uncertain,28,0.00520156046814044
nature_xue,EC_02_CLEC4A_APOA2,plasma,1,0.00179856115107914
nature_xue,CD4T_08_STMN1,plasma,129,0.0355567805953694
nature_xue,CD8T_12_IFIT3,monocyte/macrophage,91,0.0397206460061109
nature_xue,Neu_05_ELL2,plasma,6,0.00625
nature_xue,Mono-like_01_CD14,plasma,8,0.00173837461973055
nature_xue,Mph_09_STMN1,neutrophil,20,0.00429461026411853
nature_xue,Neu_08_CD74,plasma,35,0.0244755244755245
nature_xue,DC_06_STMN1,other/uncertain,2,0.0017286084701815
nature_xue,EC_03_TFF3,plasma,11,0.0125858123569794
nature_xue,Mph_03_SPP1,B,127,0.0279982363315697
nature_xue,gdT_03_KLRD1,other/uncertain,84,0.0201632261161786
nature_xue,Neu_01_MMP8,plasma,1,0.0114942528735632
nature_xue,B_01_MS4A1,plasma,87,0.0426470588235294
nature_xue,EC_05_KDR,dendritic,50,0.00209178764171861
nature_xue,Mph_08_APOE,dendritic,10,0.00185770016719302
nature_xue,Neu_01_MMP8,monocyte/macrophage,3,0.0344827586206897
nature_xue,Mono-like_02_CD16,plasma,3,0.00104311543810848
nature_xue,Mu_02_ABCC9,dendritic,118,0.0101899827288428
nature_xue,CD8T_12_IFIT3,neutrophil,9,0.00392841553906591
nature_xue,Mast,other/uncertain,27,0.0174644243208279
nature_xue,Neu_10_SPP1,monocyte/macrophage,126,0.506024096385542
nature_xue,Mph_02_CCL20,neutrophil,164,0.0586552217453505
nature_xue,EC_10_STMN1,neutrophil,12,0.00650759219088937
nature_xue,Mast,plasma,5,0.00323415265200517
nature_xue,Mph_09_STMN1,plasma,16,0.00343568821129483
nature_xue,EC_03_TFF3,neutrophil,3,0.0034324942791762
nature_xue,Neu_01_MMP8,T/NK,1,0.0114942528735632
nature_xue,EC_02_CLEC4A_APOA2,B,1,0.00179856115107914
nature_xue,EC_10_STMN1,other/uncertain,26,0.0140997830802603
nature_xue,Neu_08_CD74,mast,1,0.000699300699300699
nature_xue,NK_04_PLCG2,other/uncertain,10,0.0051948051948052
nature_xue,Tumor,neutrophil,704,0.00724824199244288
nature_xue,Mph_03_SPP1,plasma,3,0.000661375661375661
nature_xue,Neu_05_ELL2,B,1,0.00104166666666667
nature_xue,Mph_09_STMN1,dendritic,8,0.00171784410564741
nature_xue,B_01_MS4A1,neutrophil,8,0.00392156862745098
nature_xue,NK_03_FCGR3A_IFNG,neutrophil,55,0.0138678769541099
nature_xue,B_01_MS4A1,other/uncertain,20,0.00980392156862745
nature_xue,Mph_06_CXCL9,neutrophil,3,0.0004739336492891
nature_xue,B_03_MZB1,B,7,0.000868163214684361
nature_xue,NK_06_ITGA1,other/uncertain,27,0.0309633027522936
nature_xue,Mph_02_CCL20,other/uncertain,50,0.0178826895565093
nature_xue,Mono-like_02_CD16,neutrophil,15,0.00521557719054242
nature_xue,CD4T_02_SELL,neutrophil,39,0.0625
nature_xue,DC_05_LILRA4,neutrophil,2,0.0036563071297989
nature_xue,DC_05_LILRA4,other/uncertain,2,0.0036563071297989
nature_xue,Fb_01_FAP,endothelial,7,0.00282828282828283
nature_xue,CD4T_06_PLCG2,mast,4,0.00067911714770798
nature_xue,Fb_03_KLF4,other/uncertain,4,0.00856531049250535
nature_xue,Mu_03_STMN1,T/NK,18,0.0422535211267606
nature_xue,EC_04_ACKR1,plasma,12,0.00195918367346939
nature_xue,Fb_03_KLF4,hepatocyte/tumor epithelial,23,0.0492505353319058
nature_xue,Fb_03_KLF4,monocyte/macrophage,6,0.012847965738758
nature_xue,B_02_MS4A1_CD83,fibroblast/mesenchymal,1,8.73820342537574e-05
nature_xue,CD4T_10_FOXP3_CTLA4,fibroblast/mesenchymal,5,0.000199920031987205
nature_xue,EC_07_KDR_APOA2,dendritic,1,0.000164609053497942
nature_xue,CD4T_04_BAG3,fibroblast/mesenchymal,20,0.00661157024793388
nature_xue,CD4T_05_CD69,fibroblast/mesenchymal,21,0.000595373100476299
nature_xue,CD4T_07_CXCL13,fibroblast/mesenchymal,1,0.000135299688810716
nature_xue,Mph_07_SLC40A1,fibroblast/mesenchymal,1,2.95028765304617e-05
nature_xue,NK_07_STMN1,mast,30,0.0128369704749679
nature_xue,NK_04_PLCG2,hepatocyte/tumor epithelial,7,0.00363636363636364
nature_xue,Mu_03_STMN1,dendritic,2,0.00469483568075117
nature_xue,Fb_02_CXCL12,dendritic,4,0.001230012300123
nature_xue,Mph_08_APOE,mast,12,0.00222924020063162
nature_xue,Mu_03_STMN1,endothelial,12,0.028169014084507
nature_xue,Tumor,fibroblast/mesenchymal,276,0.00284164032658272
nature_xue,CD4T_09_FOXP3,monocyte/macrophage,2,0.032258064516129
nature_xue,CD4T_03_GPR183,dendritic,2,3.68364828526172e-05
nature_xue,CD8T_10_PDCD1,dendritic,16,0.00110803324099723
nature_xue,gdT_04_STMN1,monocyte/macrophage,9,0.0234986945169713
nature_xue,Neu_10_SPP1,hepatocyte/tumor epithelial,13,0.0522088353413655
nature_xue,NK_06_ITGA1,monocyte/macrophage,21,0.0240825688073395
nature_xue,EC_03_TFF3,other/uncertain,21,0.0240274599542334
nature_xue,CD8T_04_GNLY,dendritic,1,4.81695568400771e-05
nature_xue,NK_06_ITGA1,dendritic,2,0.00229357798165138
nature_xue,gdT_03_KLRD1,plasma,16,0.00384061449831973
nature_xue,gdT_02_GNLY,neutrophil,2,0.00943396226415094
nature_xue,gdT_02_GNLY,B,1,0.00471698113207547
nature_xue,gdT_02_GNLY,monocyte/macrophage,5,0.0235849056603774
nature_xue,Fb_03_KLF4,dendritic,1,0.00214132762312634
nature_xue,NK_06_ITGA1,hepatocyte/tumor epithelial,3,0.00344036697247706
nature_xue,CD8T_09_PDCD1_IFNG,hepatocyte/tumor epithelial,8,0.000541638456330399
nature_xue,NK_02_FCGR3A_CXCR4,dendritic,8,0.000554823496775088
nature_xue,NK_06_ITGA1,neutrophil,5,0.00573394495412844
nature_xue,Mu_01_MYH11,mast,6,0.000414880376158208
nature_xue,DC_06_STMN1,monocyte/macrophage,33,0.0285220397579948
nature_xue,Neu_09_IFIT1,B,3,0.0100334448160535
nature_xue,Neu_10_SPP1,other/uncertain,16,0.0642570281124498
nature_xue,CD8T_06_CD69,dendritic,5,0.000193790938335723
nature_xue,NK_01_FCGR3A_CX3CR1,other/uncertain,2,0.00274725274725275
nature_xue,Mast,T/NK,11,0.00711513583441139
nature_xue,Neu_11_CCL4,other/uncertain,14,0.0619469026548673
nature_xue,CD4T_04_BAG3,plasma,109,0.0360330578512397
nature_xue,Neu_09_IFIT1,other/uncertain,15,0.0501672240802676
nature_xue,CD8T_12_IFIT3,dendritic,3,0.0013094718463553
nature_xue,CD8T_12_IFIT3,plasma,186,0.0811872544740288
nature_xue,NK_06_ITGA1,plasma,9,0.0103211009174312
nature_xue,Tumor,mast,22,0.00022650756226384
nature_xue,Mu_02_ABCC9,B,8,0.000690846286701209
nature_xue,Mu_03_STMN1,B,2,0.00469483568075117
nature_xue,CD8T_10_PDCD1,mast,2,0.000138504155124654
nature_xue,CD4T_05_CD69,mast,15,0.000425266500340213
nature_xue,EC_08_IGFBP3,fibroblast/mesenchymal,4,0.000310727880059038
nature_xue,Mono-like_02_CD16,hepatocyte/tumor epithelial,1,0.000347705146036161
nature_xue,DC_03_LAMP3,neutrophil,3,0.00325379609544469
nature_xue,Mph_07_SLC40A1,other/uncertain,1,2.95028765304617e-05
nature_xue,EC_10_STMN1,dendritic,3,0.00162689804772234
nature_xue,EC_05_KDR,T/NK,3,0.000125507258503117
nature_xue,CD4T_02_SELL,plasma,15,0.0240384615384615
nature_xue,Mph_04_TREM2,plasma,8,0.00184672206832872
nature_xue,NK_04_PLCG2,plasma,10,0.0051948051948052
nature_xue,CD4T_02_SELL,other/uncertain,16,0.0256410256410256
nature_xue,gdT_02_GNLY,plasma,5,0.0235849056603774
nature_xue,gdT_02_GNLY,other/uncertain,4,0.0188679245283019
nature_xue,CD4T_02_SELL,monocyte/macrophage,20,0.0320512820512821
nature_xue,Fb_01_FAP,monocyte/macrophage,90,0.0363636363636364
nature_xue,Fb_01_FAP,plasma,9,0.00363636363636364
nature_xue,Fb_04_FABP4,hepatocyte/tumor epithelial,3,1
nature_xue,Mph_07_SLC40A1,mast,2,5.90057530609234e-05
nature_xue,Mono-like_03_CD14CD16,mast,3,0.00037073652990608
nature_xue,CD4T_03_GPR183,mast,11,0.000202600655689395
nature_xue,Mo_01_CD14,mast,3,0.0188679245283019
nature_xue,B_01_MS4A1,dendritic,7,0.00343137254901961
nature_xue,DC_02_CD1C,plasma,10,0.00131233595800525
nature_xue,CD8T_02_CX3CR1,hepatocyte/tumor epithelial,3,0.00099601593625498
nature_xue,CD8T_12_IFIT3,mast,2,0.000872981230903536
nature_xue,CD4T_10_FOXP3_CTLA4,dendritic,1,3.9984006397441e-05
nature_xue,B_03_MZB1,dendritic,3,0.00037206994915044
nature_xue,B_02_MS4A1_CD83,dendritic,2,0.000174764068507515
nature_xue,Mph_04_TREM2,dendritic,3,0.000692520775623269
nature_xue,EC_04_ACKR1,dendritic,13,0.00212244897959184
nature_xue,CD8T_07_PLCG2,mast,2,0.000352920416446091
nature_xue,Mono-like_01_CD14,dendritic,1,0.000217296827466319
nature_xue,Mph_09_STMN1,mast,3,0.00064419153961778
nature_xue,DC_02_CD1C,mast,1,0.000131233595800525
nature_xue,B_02_MS4A1_CD83,mast,1,8.73820342537574e-05
nature_xue,NK_04_PLCG2,mast,1,0.00051948051948052
nature_xue,B_01_MS4A1,monocyte/macrophage,3,0.00147058823529412
nature_xue,CD8T_02_CX3CR1,plasma,36,0.0119521912350598
nature_xue,CD4T_10_FOXP3_CTLA4,mast,7,0.000279888044782087
nature_xue,MonoDC,dendritic,4,0.0533333333333333
nature_xue,gdT_02_GNLY,mast,1,0.00471698113207547
nature_xue,CD4T_01_CCR7,monocyte/macrophage,6,0.0158311345646438
nature_xue,Mph_06_CXCL9,hepatocyte/tumor epithelial,1,0.000157977883096367
nature_xue,Mph_02_CCL20,dendritic,1,0.000357653791130186
nature_xue,Mast,dendritic,4,0.00258732212160414
nature_xue,NK_05_CD160,endothelial,5,0.000272985367984276
nature_xue,EC_04_ACKR1,neutrophil,17,0.00277551020408163
nature_xue,NK_06_ITGA1,B,5,0.00573394495412844
nature_xue,CD8T_05_KLRD1,B,8,0.00127347978350844
nature_xue,gdT_04_STMN1,B,2,0.00522193211488251
nature_xue,EC_05_KDR,fibroblast/mesenchymal,16,0.000669372045349956
nature_xue,Mph_05_IL1B,other/uncertain,2,0.000140874832711136
nature_xue,EC_09_PLCG2,B,3,0.157894736842105
nature_xue,EC_07_KDR_APOA2,mast,1,0.000164609053497942
nature_xue,Neu_06_PTGS2,monocyte/macrophage,160,0.050314465408805
nature_xue,CD4T_05_CD69,dendritic,9,0.000255159900204128
nature_xue,Neu_11_CCL4,monocyte/macrophage,103,0.455752212389381
nature_xue,CD8T_06_CD69,fibroblast/mesenchymal,9,0.000348823689004302
nature_xue,Fb_02_CXCL12,other/uncertain,12,0.003690036900369
nature_xue,CD4T_05_CD69,endothelial,4,0.000113404400090724
nature_xue,EC_08_IGFBP3,mast,7,0.000543773790103317
nature_xue,Mph_03_SPP1,dendritic,2,0.000440917107583774
nature_xue,NK_04_PLCG2,fibroblast/mesenchymal,1,0.00051948051948052
nature_xue,Fb_02_CXCL12,monocyte/macrophage,9,0.00276752767527675
nature_xue,Fb_01_FAP,mast,1,0.000404040404040404
nature_xue,CD4T_02_SELL,B,1,0.0016025641025641
nature_xue,CD8T_05_KLRD1,plasma,9,0.00143266475644699
nature_xue,CD8T_08_GZMK,fibroblast/mesenchymal,1,4.50734697557018e-05
nature_xue,Mono-like_03_CD14CD16,fibroblast/mesenchymal,1,0.000123578843302027
nature_xue,Neu_11_CCL4,neutrophil,98,0.433628318584071
nature_xue,Neu_08_CD74,other/uncertain,71,0.0496503496503497
nature_xue,Neu_11_CCL4,B,9,0.0398230088495575
nature_xue,Mph_09_STMN1,T/NK,1,0.000214730513205927
nature_xue,Mph_04_TREM2,neutrophil,1,0.00023084025854109
nature_xue,Mo_01_CD14,other/uncertain,5,0.0314465408805031
nature_xue,Neu_10_SPP1,B,4,0.0160642570281124
nature_xue,Neu_08_CD74,B,7,0.0048951048951049
nature_xue,CD8T_07_PLCG2,fibroblast/mesenchymal,1,0.000176460208223046
nature_xue,EC_05_KDR,mast,4,0.000167343011337489
nature_xue,Mono-like_02_CD16,other/uncertain,3,0.00104311543810848
nature_xue,Neu_11_CCL4,hepatocyte/tumor epithelial,2,0.00884955752212389
nature_xue,NK_04_PLCG2,dendritic,2,0.00103896103896104
nature_xue,CD4T_06_PLCG2,fibroblast/mesenchymal,2,0.00033955857385399
nature_xue,CD8T_04_GNLY,fibroblast/mesenchymal,3,0.000144508670520231
nature_xue,EC_09_PLCG2,other/uncertain,5,0.263157894736842
nature_xue,Fb_01_FAP,neutrophil,7,0.00282828282828283
nature_xue,Mu_03_STMN1,other/uncertain,5,0.0117370892018779
nature_xue,NK_01_FCGR3A_CX3CR1,neutrophil,3,0.00412087912087912
nature_xue,Tumor,endothelial,1,1.029579828472e-05
nature_xue,Tumor,T/NK,8,8.23663862777601e-05
nature_xue,NK_07_STMN1,fibroblast/mesenchymal,1,0.000427899015832264
nature_xue,Mph_03_SPP1,other/uncertain,2,0.000440917107583774
nature_xue,Mono-like_02_CD16,mast,2,0.000695410292072323
nature_xue,CD4T_02_SELL,hepatocyte/tumor epithelial,2,0.00320512820512821
nature_xue,NK_02_FCGR3A_CXCR4,mast,2,0.000138705874193772
nature_xue,DC_05_LILRA4,monocyte/macrophage,3,0.00548446069469835
nature_xue,DC_05_LILRA4,hepatocyte/tumor epithelial,1,0.00182815356489945
nature_xue,EC_04_ACKR1,fibroblast/mesenchymal,3,0.000489795918367347
nature_xue,gdT_04_STMN1,plasma,1,0.00261096605744125
nature_xue,Neu_05_ELL2,hepatocyte/tumor epithelial,1,0.00104166666666667
nature_xue,Mu_01_MYH11,T/NK,2,0.000138293458719403
nature_xue,CD8T_11_SLC4A10,mast,5,0.000235893564823552
nature_xue,DC_06_STMN1,neutrophil,7,0.00605012964563526
nature_xue,CD8T_11_SLC4A10,fibroblast/mesenchymal,1,4.71787129647103e-05
nature_xue,Mph_05_IL1B,plasma,2,0.000140874832711136
nature_xue,EC_06_KDR_ESM1,plasma,4,0.000359259924555416
nature_xue,Mu_02_ABCC9,T/NK,1,8.63557858376511e-05
nature_xue,DC_01_CLEC9A,plasma,2,0.000643707756678468
nature_xue,DC_03_LAMP3,plasma,6,0.00650759219088937
nature_xue,CD4T_01_CCR7,plasma,3,0.0079155672823219
nature_xue,CD4T_09_FOXP3,plasma,1,0.0161290322580645
nature_xue,CD8T_05_KLRD1,hepatocyte/tumor epithelial,1,0.000159184972938555
nature_xue,Mph_06_CXCL9,other/uncertain,3,0.0004739336492891
nature_xue,Mph_05_IL1B,hepatocyte/tumor epithelial,7,0.000493061914488977
nature_xue,DC_06_STMN1,hepatocyte/tumor epithelial,1,0.000864304235090752
nature_xue,Mph_06_CXCL9,dendritic,1,0.000157977883096367
nature_xue,Mono-like_01_CD14,hepatocyte/tumor epithelial,3,0.000651890482398957
nature_xue,Mono-like_01_CD14,mast,3,0.000651890482398957
nature_xue,EC_10_STMN1,mast,1,0.000542299349240781
nature_xue,Fb_02_CXCL12,B,4,0.001230012300123
nature_xue,Neu_07_APOA2,plasma,2,0.00119047619047619
nature_xue,Mph_03_SPP1,hepatocyte/tumor epithelial,1,0.000220458553791887
nature_xue,Neu_07_APOA2,dendritic,1,0.000595238095238095
nature_xue,Mph_05_IL1B,fibroblast/mesenchymal,1,7.04374163555681e-05
nature_xue,Mph_06_CXCL9,mast,1,0.000157977883096367
nature_xue,Fb_01_FAP,B,13,0.00525252525252525
nature_xue,EC_09_PLCG2,monocyte/macrophage,2,0.105263157894737
nature_xue,NK_03_FCGR3A_IFNG,B,2,0.000504286434694907
nature_xue,CD4T_10_FOXP3_CTLA4,endothelial,1,3.9984006397441e-05
nature_xue,CD4T_08_STMN1,mast,2,0.000551267916207277
nature_xue,Fb_03_KLF4,B,2,0.00428265524625268
nature_xue,Fb_03_KLF4,endothelial,1,0.00214132762312634
nature_xue,Fb_03_KLF4,plasma,2,0.00428265524625268
nature_xue,NK_02_FCGR3A_CXCR4,fibroblast/mesenchymal,1,6.9352937096886e-05
nature_xue,CD4T_04_BAG3,mast,3,0.000991735537190083
nature_xue,CD8T_06_CD69,mast,1,3.87581876671447e-05
nature_xue,CD4T_01_CCR7,neutrophil,3,0.0079155672823219
nature_xue,Mo_02_CD16,other/uncertain,1,0.00480769230769231
nature_xue,EC_06_KDR_ESM1,mast,1,8.9814981138854e-05
nature_xue,Neu_05_ELL2,T/NK,1,0.00104166666666667
nature_xue,Neu_06_PTGS2,B,1,0.000314465408805031
nature_xue,MonoDC,neutrophil,1,0.0133333333333333
nature_xue,EC_06_KDR_ESM1,dendritic,2,0.000179629962277708
nature_xue,Neu_07_APOA2,mast,1,0.000595238095238095
nature_xue,Mu_02_ABCC9,mast,1,8.63557858376511e-05
nature_xue,CD8T_05_KLRD1,mast,1,0.000159184972938555
nature_xue,gdT_01_GNLY_S1PR5,other/uncertain,1,0.00374531835205993
nature_xue,Mph_01_MARCO,mast,1,0.000122219506233195
nature_xue,EC_01_CLEC4A,T/NK,2,0.00028673835125448
nature_xue,CD8T_03_GZMK_S1PR1,other/uncertain,2,0.00826446280991736
nature_xue,CD8T_02_CX3CR1,other/uncertain,8,0.00265604249667995
nature_xue,CD8T_03_GZMK_S1PR1,neutrophil,3,0.012396694214876
nature_xue,CD4T_01_CCR7,other/uncertain,2,0.00527704485488127
nature_xue,CD4T_09_FOXP3,other/uncertain,1,0.0161290322580645
nature_xue,CD8T_02_CX3CR1,monocyte/macrophage,3,0.00099601593625498
nature_xue,NK_04_PLCG2,neutrophil,1,0.00051948051948052
nature_xue,Mph_09_STMN1,fibroblast/mesenchymal,2,0.000429461026411853
nature_xue,Mu_03_STMN1,plasma,1,0.00234741784037559
nature_xue,CD8T_03_GZMK_S1PR1,monocyte/macrophage,1,0.00413223140495868
nature_xue,CD8T_05_KLRD1,fibroblast/mesenchymal,1,0.000159184972938555
nature_xue,MonoDC,monocyte/macrophage,1,0.0133333333333333
nature_xue,NK_01_FCGR3A_CX3CR1,plasma,1,0.00137362637362637
nature_xue,CD8T_04_GNLY,mast,1,4.81695568400771e-05
nature_xue,Mo_02_CD16,plasma,1,0.00480769230769231
nature_xue,Neu_03_ISG15,monocyte/macrophage,2,0.142857142857143
nature_xue,EC_01_CLEC4A,mast,3,0.00043010752688172
nature_xue,Fb_02_CXCL12,plasma,3,0.000922509225092251
nature_xue,EC_01_CLEC4A,fibroblast/mesenchymal,4,0.000573476702508961
nature_xue,Fb_02_CXCL12,endothelial,1,0.00030750307503075
nature_xue,Neu_05_ELL2,dendritic,1,0.00104166666666667
nature_xue,CD4T_06_PLCG2,endothelial,1,0.000169779286926995
nature_xue,NK_03_FCGR3A_IFNG,dendritic,1,0.000252143217347453
nature_xue,CD4T_03_GPR183,endothelial,1,1.84182414263086e-05
nature_xue,Neu_04_TXNIP,monocyte/macrophage,1,0.0147058823529412
